latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
19.01326,105.02428,315.96,1,1,2025-08-11,0737,Aqua,MODIS,57,6.1NRT,297.26,6.49,D
18.9944,105.41125,326.75,1,1,2025-08-11,0737,Aqua,MODIS,80,6.1NRT,298.36,16.21,D
19.65189,105.54689,314.43,1.01,1.01,2025-08-11,0737,Aqua,MODIS,45,6.1NRT,298.2,4.98,D
19.23346,105.26835,316.49,1,1,2025-08-11,0737,Aqua,MODIS,66,6.1NRT,295.59,7.38,D
21.87278,106.05985,324.07,1.07,1.03,2025-08-11,0739,Aqua,MODIS,78,6.1NRT,289.92,18.36,D
21.77389,106.97755,313.37,1.17,1.08,2025-08-11,0739,Aqua,MODIS,64,6.1NRT,285.99,9.46,D
22.19743,104.87492,311.88,1.01,1,2025-08-11,0739,Aqua,MODIS,67,6.1NRT,284.16,6.84,D
22.12195,105.11746,316.63,1.02,1.01,2025-08-11,0739,Aqua,MODIS,72,6.1NRT,291.1,9.54,D
19.02813,105.20698,305.84,1.68,1.27,2025-08-11,1344,Terra,MODIS,66,6.1NRT,289.6,9.69,N
10.61573,107.62228,305.22,1.57,1.24,2025-08-11,1344,Terra,MODIS,21,6.1NRT,290.46,7.76,N
21.02026,106.53438,302.21,1.16,1.07,2025-08-11,1947,Aqua,MODIS,47,6.1NRT,287.19,4.48,N
12.62353,109.15998,321.34,1.23,1.1,2025-08-12,0156,Terra,MODIS,68,6.1NRT,299.18,12.35,D
13.77107,109.0572,329.72,1.29,1.13,2025-08-12,0156,Terra,MODIS,83,6.1NRT,297.09,31.56,D
20.87254,106.03638,313.48,1.11,1.05,2025-08-13,0234,Terra,MODIS,43,6.1NRT,290.77,7.27,D
16.84722,106.91064,307.85,1.41,1.18,2025-08-13,0234,Terra,MODIS,32,6.1NRT,285.52,6.97,D
15.6662,108.05871,308.4,1.79,1.31,2025-08-13,0234,Terra,MODIS,42,6.1NRT,292.96,9.58,D
15.58064,108.07729,313.11,1.8,1.32,2025-08-13,0234,Terra,MODIS,69,6.1NRT,293.32,15.96,D
15.57785,108.09367,310.1,1.81,1.32,2025-08-13,0234,Terra,MODIS,64,6.1NRT,293.59,10.5,D
15.54148,108.30663,309.49,1.88,1.34,2025-08-13,0234,Terra,MODIS,59,6.1NRT,290.36,11.75,D
15.52962,108.23611,317.72,1.86,1.33,2025-08-13,0234,Terra,MODIS,75,6.1NRT,289.78,26.6,D
15.53372,108.23074,311.36,1.86,1.33,2025-08-13,0234,Terra,MODIS,67,6.1NRT,291.91,15.61,D
15.52149,108.16064,311.92,1.83,1.33,2025-08-13,0234,Terra,MODIS,68,6.1NRT,293.38,16.06,D
15.44689,108.6058,315.5,1.99,1.38,2025-08-13,0234,Terra,MODIS,25,6.1NRT,293.27,16.94,D
15.38436,108.28445,312.33,1.89,1.34,2025-08-13,0234,Terra,MODIS,62,6.1NRT,291.97,19.2,D
14.92333,108.47491,313.46,1.2,1.09,2025-08-13,0714,Aqua,MODIS,67,6.1NRT,296.38,7.16,D
15.08682,108.52248,311.8,1.19,1.09,2025-08-13,0714,Aqua,MODIS,40,6.1NRT,296.54,5.72,D
14.79474,108.77094,319.13,1.17,1.07,2025-08-13,0714,Aqua,MODIS,76,6.1NRT,296.82,13.24,D
14.71164,108.83449,311.77,1.16,1.07,2025-08-13,0714,Aqua,MODIS,64,6.1NRT,296.12,6.95,D
13.6225,108.90826,315.38,1.19,1.08,2025-08-13,0714,Aqua,MODIS,68,6.1NRT,287.54,12.81,D
13.58281,108.7178,315.16,1.22,1.1,2025-08-13,0714,Aqua,MODIS,67,6.1NRT,295.62,13.12,D
13.50112,109.02934,325.21,1.17,1.08,2025-08-13,0714,Aqua,MODIS,80,6.1NRT,300.47,17.67,D
13.49042,109.18669,325.27,1.15,1.07,2025-08-13,0714,Aqua,MODIS,80,6.1NRT,291.01,25.46,D
17.05477,106.78079,317.51,1.42,1.18,2025-08-13,0716,Aqua,MODIS,72,6.1NRT,292.05,13.53,D
22.10899,106.75152,315.45,1.19,1.09,2025-08-13,0716,Aqua,MODIS,57,6.1NRT,296.22,8.35,D
15.51853,108.02354,314.82,1.25,1.11,2025-08-13,0716,Aqua,MODIS,66,6.1NRT,297.58,8.06,D
15.47377,108.05496,318.37,1.25,1.11,2025-08-13,0716,Aqua,MODIS,72,6.1NRT,296.95,13.97,D
21.57166,107.77541,340.1,1.09,1.04,2025-08-13,0716,Aqua,MODIS,90,6.1NRT,293.26,45.83,D
21.86452,105.49198,315.95,1.43,1.18,2025-08-13,0716,Aqua,MODIS,68,6.1NRT,296.61,13.13,D
17.06503,106.77886,316.51,1.42,1.18,2025-08-13,0716,Aqua,MODIS,55,6.1NRT,294.06,11.42,D
18.68247,105.32758,322.75,1.68,1.27,2025-08-13,0716,Aqua,MODIS,76,6.1NRT,295.2,27.39,D
21.21253,106.76206,312.55,1.23,1.1,2025-08-13,0716,Aqua,MODIS,19,6.1NRT,294.79,6.67,D
21.41862,107.74214,320.11,1.1,1.04,2025-08-13,0716,Aqua,MODIS,0,6.1NRT,297.06,9.78,D
21.45877,107.64407,325.2,1.1,1.05,2025-08-13,0716,Aqua,MODIS,77,6.1NRT,295.11,18.81,D
21.45714,107.63385,318.52,1.11,1.05,2025-08-13,0716,Aqua,MODIS,68,6.1NRT,294.69,10.95,D
16.27725,107.68279,325.98,1.28,1.12,2025-08-13,0716,Aqua,MODIS,82,6.1NRT,294.91,24.72,D
15.62442,108.4702,326.73,1.18,1.08,2025-08-13,0716,Aqua,MODIS,52,6.1NRT,302.78,15.12,D
15.51676,108.01244,316.92,1.25,1.11,2025-08-13,0716,Aqua,MODIS,70,6.1NRT,297.08,10.68,D
14.58797,108.97721,313.22,2.47,1.51,2025-08-13,1325,Terra,MODIS,81,6.1NRT,276.23,44.29,N
14.58435,108.95603,308.04,2.48,1.52,2025-08-13,1325,Terra,MODIS,58,6.1NRT,280.07,31.95,N
17.12796,106.8386,305.39,1.04,1.02,2025-08-14,1403,Terra,MODIS,64,6.1NRT,283.24,5.59,N
14.59528,108.96204,323.17,1.22,1.1,2025-08-14,1403,Terra,MODIS,100,6.1NRT,268.47,30.34,N
15.3612,108.22737,311.63,1.01,1.01,2025-08-15,0215,Terra,MODIS,69,6.1NRT,291.33,6.72,D
15.0425,108.50826,303.63,1.03,1.01,2025-08-15,0215,Terra,MODIS,57,6.1NRT,277.2,4.72,D
15.18869,108.52416,312.43,1.03,1.01,2025-08-15,0215,Terra,MODIS,71,6.1NRT,289.86,8.8,D
15.21318,108.60399,326.42,1.03,1.02,2025-08-15,0215,Terra,MODIS,84,6.1NRT,286.6,22.1,D
15.21457,108.59455,308.69,1.03,1.02,2025-08-15,0215,Terra,MODIS,66,6.1NRT,287.13,5.3,D
15.22206,108.60544,309.5,1.03,1.02,2025-08-15,0215,Terra,MODIS,63,6.1NRT,288.36,5.7,D
15.39842,108.29565,322.8,1.02,1.01,2025-08-15,0215,Terra,MODIS,81,6.1NRT,286.11,17.38,D
15.39978,108.28645,312.85,1.02,1.01,2025-08-15,0215,Terra,MODIS,71,6.1NRT,286.18,8.13,D
15.3359,108.83719,311.19,1.05,1.02,2025-08-15,0215,Terra,MODIS,57,6.1NRT,285.73,4.2,D
15.41197,108.57125,314.6,1.03,1.01,2025-08-15,0215,Terra,MODIS,65,6.1NRT,282.94,9.8,D
15.73888,108.04915,339.29,1.01,1,2025-08-15,0215,Terra,MODIS,69,6.1NRT,292.1,37.84,D
15.74901,108.04128,314.65,1,1,2025-08-15,0215,Terra,MODIS,69,6.1NRT,292.04,9.09,D
15.8014,108.13029,321.18,1.01,1,2025-08-15,0215,Terra,MODIS,75,6.1NRT,293.3,13.48,D
13.75621,109.06282,315.35,2.75,1.59,2025-08-15,0654,Aqua,MODIS,48,6.1NRT,270.91,49.2,D
15.7667,108.01865,314.94,3.02,1.65,2025-08-15,0654,Aqua,MODIS,0,6.1NRT,292.56,46.08,D
15.76491,108.02416,312.96,3.02,1.65,2025-08-15,0654,Aqua,MODIS,43,6.1NRT,292.55,36.99,D
14.72299,108.52599,310.36,2.9,1.62,2025-08-15,0654,Aqua,MODIS,26,6.1NRT,286.15,38.53,D
14.71916,108.52911,312,2.9,1.62,2025-08-15,0654,Aqua,MODIS,48,6.1NRT,286.01,45.28,D
13.75179,109.03864,311.9,2.76,1.59,2025-08-15,0654,Aqua,MODIS,0,6.1NRT,271.6,39.19,D
10.6864,107.73161,314.64,1.8,1.31,2025-08-18,0712,Aqua,MODIS,58,6.1NRT,290.97,17.6,D
14.84554,108.76509,312.89,1.29,1.13,2025-08-18,0714,Aqua,MODIS,56,6.1NRT,289.72,9.24,D
14.77628,108.72395,311.13,1.3,1.13,2025-08-18,0714,Aqua,MODIS,26,6.1NRT,288.33,7.67,D
14.6623,108.71393,311.05,1.31,1.14,2025-08-18,0714,Aqua,MODIS,46,6.1NRT,285.42,9.88,D
10.76906,106.01417,315.27,1.22,1.1,2025-08-19,0750,Aqua,MODIS,60,6.1NRT,296.88,6.89,D
11.32432,106.03189,315.71,1.24,1.11,2025-08-19,0750,Aqua,MODIS,37,6.1NRT,294.46,10.12,D
10.70511,106.14014,312.11,1.24,1.11,2025-08-19,0750,Aqua,MODIS,36,6.1NRT,293.72,4.64,D
10.60522,106.37708,317.8,1.28,1.12,2025-08-19,0750,Aqua,MODIS,67,6.1NRT,297.33,9.8,D
10.25736,105.06638,316.86,1.08,1.04,2025-08-19,0750,Aqua,MODIS,49,6.1NRT,297.2,6.73,D
10.24456,105.10751,314.96,1.09,1.04,2025-08-19,0750,Aqua,MODIS,49,6.1NRT,296.7,6.29,D
13.65456,109.09387,306.8,1.25,1.11,2025-08-19,1403,Terra,MODIS,65,6.1NRT,293.48,7,N
13.4751,109.05082,317.01,1.24,1.1,2025-08-19,1403,Terra,MODIS,94,6.1NRT,293.18,17.01,N
13.46539,109.05225,324.7,1.24,1.1,2025-08-19,1403,Terra,MODIS,100,6.1NRT,293.32,27.69,N
13.46681,109.06322,307.46,1.24,1.11,2025-08-19,1403,Terra,MODIS,67,6.1NRT,293.06,7.34,N
13.16438,109.01021,304.35,1.22,1.1,2025-08-19,1403,Terra,MODIS,56,6.1NRT,292.27,5.14,N
11.77625,106.21117,304,1.24,1.11,2025-08-19,2004,Aqua,MODIS,58,6.1NRT,290.51,6.2,N
17.6685,106.48347,317,1.05,1.02,2025-08-20,0215,Terra,MODIS,67,6.1NRT,293.79,9.12,D
16.85191,106.91102,311.25,1.01,1.01,2025-08-20,0215,Terra,MODIS,60,6.1NRT,293.62,5.64,D
16.59219,107.18784,310.13,1,1,2025-08-20,0215,Terra,MODIS,55,6.1NRT,293.31,4.47,D
16.48021,107.38828,311.45,1,1,2025-08-20,0215,Terra,MODIS,60,6.1NRT,293.34,5.31,D
16.47891,107.39737,330.46,1,1,2025-08-20,0215,Terra,MODIS,84,6.1NRT,294.07,24.31,D
16.4308,107.48296,311.46,1,1,2025-08-20,0215,Terra,MODIS,60,6.1NRT,293.74,5.6,D
17.8318,106.36567,312.63,1.06,1.03,2025-08-20,0215,Terra,MODIS,54,6.1NRT,294.42,5.56,D
17.09959,106.79601,342.38,1.02,1.01,2025-08-20,0215,Terra,MODIS,92,6.1NRT,292.16,43.63,D
15.66022,108.32975,312.4,1.03,1.01,2025-08-20,0217,Terra,MODIS,67,6.1NRT,292.72,5.92,D
10.65622,107.67035,312.31,1.05,1.03,2025-08-20,0217,Terra,MODIS,66,6.1NRT,287.4,7.06,D
11.12555,106.34691,314.98,1,1,2025-08-20,0217,Terra,MODIS,57,6.1NRT,297.4,5.88,D
11.28843,106.57944,312.9,1,1,2025-08-20,0217,Terra,MODIS,61,6.1NRT,295.13,4.83,D
12.14586,109.06917,311.59,1.17,1.08,2025-08-20,0217,Terra,MODIS,59,6.1NRT,289.13,6.92,D
12.39515,108.96161,334.6,1.15,1.07,2025-08-20,0217,Terra,MODIS,88,6.1NRT,284.61,38.21,D
12.62919,108.74602,306.21,1.12,1.05,2025-08-20,0217,Terra,MODIS,35,6.1NRT,288.82,5.15,D
12.7201,108.81779,313.08,1.12,1.06,2025-08-20,0217,Terra,MODIS,50,6.1NRT,288.61,8.55,D
12.72933,108.81933,315.28,1.12,1.06,2025-08-20,0217,Terra,MODIS,70,6.1NRT,289.07,10.68,D
12.73086,108.80932,309.29,1.12,1.06,2025-08-20,0217,Terra,MODIS,30,6.1NRT,288.66,5.21,D
12.8126,108.94173,314.56,1.13,1.06,2025-08-20,0217,Terra,MODIS,69,6.1NRT,288.74,10.58,D
12.81416,108.93155,318.8,1.13,1.06,2025-08-20,0217,Terra,MODIS,74,6.1NRT,288.93,15.45,D
12.90338,109.01473,307.31,1.14,1.06,2025-08-20,0217,Terra,MODIS,42,6.1NRT,288.9,4.64,D
13.01121,108.79011,321.49,1.11,1.05,2025-08-20,0217,Terra,MODIS,76,6.1NRT,292.55,16.13,D
13.16242,109.01044,316.31,1.13,1.06,2025-08-20,0217,Terra,MODIS,69,6.1NRT,291.7,10.9,D
13.16862,109.09441,315.3,1.14,1.07,2025-08-20,0217,Terra,MODIS,67,6.1NRT,290.93,11.18,D
13.28736,109.10969,312.98,1.14,1.07,2025-08-20,0217,Terra,MODIS,61,6.1NRT,292.86,6.83,D
13.57076,108.94431,331.01,1.12,1.05,2025-08-20,0217,Terra,MODIS,85,6.1NRT,292.75,30.39,D
13.62929,109.04256,329.2,1.12,1.06,2025-08-20,0217,Terra,MODIS,84,6.1NRT,293.06,27.54,D
13.6308,109.0327,310.91,1.12,1.06,2025-08-20,0217,Terra,MODIS,50,6.1NRT,292.74,5.83,D
13.65236,108.89142,317.03,1.11,1.05,2025-08-20,0217,Terra,MODIS,63,6.1NRT,291.42,12.15,D
13.6385,109.04434,312.12,1.12,1.06,2025-08-20,0217,Terra,MODIS,60,6.1NRT,292.63,7.29,D
13.67546,108.98776,316.09,1.12,1.05,2025-08-20,0217,Terra,MODIS,71,6.1NRT,290.81,12,D
13.69565,109.08939,322.5,1.13,1.06,2025-08-20,0217,Terra,MODIS,78,6.1NRT,291.79,17.82,D
13.69714,109.07973,347.83,1.13,1.06,2025-08-20,0217,Terra,MODIS,95,6.1NRT,290.61,62.33,D
13.70488,109.0911,314.36,1.13,1.06,2025-08-20,0217,Terra,MODIS,44,6.1NRT,291.28,8.14,D
13.70639,109.08125,346.14,1.13,1.06,2025-08-20,0217,Terra,MODIS,94,6.1NRT,293,57.78,D
13.77735,109.05082,312.18,1.12,1.06,2025-08-20,0217,Terra,MODIS,50,6.1NRT,289.36,6.57,D
14.03258,108.94688,319.24,1.1,1.05,2025-08-20,0217,Terra,MODIS,76,6.1NRT,293.96,12.49,D
14.03408,108.93697,321.86,1.1,1.05,2025-08-20,0217,Terra,MODIS,74,6.1NRT,293.96,15.66,D
14.08042,108.75349,313.46,1.08,1.04,2025-08-20,0217,Terra,MODIS,69,6.1NRT,290.7,8.24,D
14.06082,109.05912,321.4,1.12,1.05,2025-08-20,0217,Terra,MODIS,78,6.1NRT,293.32,14.61,D
14.23835,108.87052,315.2,1.09,1.04,2025-08-20,0217,Terra,MODIS,73,6.1NRT,293.77,9.99,D
14.24359,109.02277,315.75,1.11,1.05,2025-08-20,0217,Terra,MODIS,73,6.1NRT,292.08,9.83,D
14.24512,109.01249,317.45,1.11,1.05,2025-08-20,0217,Terra,MODIS,75,6.1NRT,292.42,12.19,D
14.94254,108.55083,309.09,1.05,1.02,2025-08-20,0217,Terra,MODIS,64,6.1NRT,290.33,5.37,D
14.99644,108.4409,309.52,1.04,1.02,2025-08-20,0217,Terra,MODIS,64,6.1NRT,293.28,4.49,D
15.01109,108.5875,309.31,1.05,1.02,2025-08-20,0217,Terra,MODIS,60,6.1NRT,291.69,5.1,D
15.05003,108.4491,309.81,1.04,1.02,2025-08-20,0217,Terra,MODIS,65,6.1NRT,293.4,4.3,D
15.05419,108.42108,311.36,1.04,1.02,2025-08-20,0217,Terra,MODIS,64,6.1NRT,293.27,5.37,D
15.06312,108.42238,313.3,1.04,1.02,2025-08-20,0217,Terra,MODIS,71,6.1NRT,292.74,7.61,D
15.06709,108.52533,317.18,1.05,1.02,2025-08-20,0217,Terra,MODIS,75,6.1NRT,293.45,10.67,D
15.06851,108.51593,320.47,1.04,1.02,2025-08-20,0217,Terra,MODIS,78,6.1NRT,293.38,13.88,D
15.07009,108.74934,312.23,1.06,1.03,2025-08-20,0217,Terra,MODIS,68,6.1NRT,294.11,4.96,D
15.35691,108.68594,312.8,1.05,1.02,2025-08-20,0217,Terra,MODIS,65,6.1NRT,292.15,7.21,D
15.42253,108.24596,309.76,1.02,1.01,2025-08-20,0217,Terra,MODIS,61,6.1NRT,293.89,4.42,D
15.3702,108.6585,320.45,1.05,1.02,2025-08-20,0217,Terra,MODIS,76,6.1NRT,291.18,14.6,D
15.37444,108.63018,309.22,1.05,1.02,2025-08-20,0217,Terra,MODIS,56,6.1NRT,290.74,4.81,D
15.45634,108.45689,313.61,1.04,1.02,2025-08-20,0217,Terra,MODIS,0,6.1NRT,293.22,7.44,D
15.45776,108.44742,320.69,1.03,1.02,2025-08-20,0217,Terra,MODIS,73,6.1NRT,293.22,14.21,D
15.45165,108.61002,317.01,1.05,1.02,2025-08-20,0217,Terra,MODIS,29,6.1NRT,296.79,6.89,D
15.52913,108.21174,312.54,1.02,1.01,2025-08-20,0217,Terra,MODIS,67,6.1NRT,290.79,7.66,D
15.53049,108.20254,308.01,1.02,1.01,2025-08-20,0217,Terra,MODIS,56,6.1NRT,291.1,4.12,D
15.73377,108.07713,316.39,1.01,1.01,2025-08-20,0217,Terra,MODIS,73,6.1NRT,294.39,9.43,D
15.94185,108.10271,346.36,1.01,1.01,2025-08-20,0217,Terra,MODIS,94,6.1NRT,294.75,49.86,D
15.94798,108.12257,343.7,1.01,1.01,2025-08-20,0217,Terra,MODIS,93,6.1NRT,295.47,43.65,D
15.94933,108.1133,339,1.01,1.01,2025-08-20,0217,Terra,MODIS,90,6.1NRT,294.15,35.66,D
10.6949,105.8179,315.41,1.01,1,2025-08-20,0217,Terra,MODIS,67,6.1NRT,294.07,7.42,D
17.21379,106.6881,313.01,3.35,1.73,2025-08-21,0253,Terra,MODIS,43,6.1NRT,279.95,44.31,D
17.21564,106.68295,317.77,3.35,1.73,2025-08-21,0256,Terra,MODIS,65,6.1NRT,279.91,70.74,D
9.64282,105.95624,310.68,1.22,1.1,2025-08-21,0729,Aqua,MODIS,33,6.1NRT,286.41,6.54,D
14.32304,108.82239,326.06,1.04,1.02,2025-08-21,0731,Aqua,MODIS,83,6.1NRT,288.15,22.51,D
17.99116,106.2313,330.09,1.01,1,2025-08-21,0731,Aqua,MODIS,74,6.1NRT,272.34,27.34,D
16.59014,107.18459,312.68,1,1,2025-08-21,0731,Aqua,MODIS,64,6.1NRT,292.49,5.81,D
15.92447,108.07987,314.56,1.02,1.01,2025-08-21,0731,Aqua,MODIS,70,6.1NRT,291.43,7.27,D
16.77674,106.89122,311.3,1,1,2025-08-21,0731,Aqua,MODIS,51,6.1NRT,289.79,5.71,D
16.75036,107.01646,312.17,1,1,2025-08-21,0731,Aqua,MODIS,63,6.1NRT,292.15,4.99,D
16.73686,107.04653,348.87,1,1,2025-08-21,0731,Aqua,MODIS,95,6.1NRT,295.69,53.42,D
16.73819,107.05563,342.36,1,1,2025-08-21,0731,Aqua,MODIS,92,6.1NRT,295.47,41.15,D
15.54634,108.46341,304.66,1.12,1.05,2025-08-21,1344,Terra,MODIS,61,6.1NRT,288.34,5.05,N
15.27501,108.62793,301.62,1.1,1.05,2025-08-21,1344,Terra,MODIS,43,6.1NRT,281.7,4.27,N
17.16013,106.89713,303.17,1.22,1.1,2025-08-21,1942,Aqua,MODIS,54,6.1NRT,290.13,4.85,N
17.15864,106.90825,312.87,1.22,1.1,2025-08-21,1942,Aqua,MODIS,86,6.1NRT,290.29,13.65,N
11.05707,107.16786,312.78,1.47,1.2,2025-08-22,0156,Terra,MODIS,37,6.1NRT,292.39,8.66,D
14.66541,108.87598,323.47,1.27,1.12,2025-08-22,0156,Terra,MODIS,78,6.1NRT,294.5,22.78,D
14.70027,108.91553,316.11,1.26,1.12,2025-08-22,0156,Terra,MODIS,69,6.1NRT,294.81,12.16,D
16.43706,107.42091,311.69,1.68,1.28,2025-08-22,0156,Terra,MODIS,50,6.1NRT,282.35,15.41,D
21.23164,106.00362,308.22,1.15,1.07,2025-08-23,0234,Terra,MODIS,43,6.1NRT,287.25,4.11,D
18.10414,106.24119,320.22,1.31,1.14,2025-08-23,0234,Terra,MODIS,72,6.1NRT,292.63,17.71,D
18.02325,106.23263,312.63,1.31,1.14,2025-08-23,0234,Terra,MODIS,44,6.1NRT,291.81,10.27,D
15.94737,107.95965,303.12,1.89,1.34,2025-08-23,0234,Terra,MODIS,31,6.1NRT,277.71,9.5,D
15.61565,108.13411,310.52,1.97,1.37,2025-08-23,0234,Terra,MODIS,36,6.1NRT,280.94,18.35,D
15.61258,108.15183,314.56,1.98,1.37,2025-08-23,0234,Terra,MODIS,61,6.1NRT,281.61,26.57,D
21.3352,105.34926,317.74,1.08,1.04,2025-08-23,0234,Terra,MODIS,74,6.1NRT,296.7,9.33,D
21.18413,105.78137,314.68,1.13,1.06,2025-08-23,0234,Terra,MODIS,44,6.1NRT,294.88,6.85,D
11.05217,106.11977,315.06,1.68,1.27,2025-08-23,0236,Terra,MODIS,49,6.1NRT,292.76,13.1,D
9.27905,105.72929,310.46,1.68,1.27,2025-08-23,0236,Terra,MODIS,17,6.1NRT,289.94,6.88,D
9.29021,105.73104,311.94,1.68,1.27,2025-08-23,0236,Terra,MODIS,47,6.1NRT,289.8,9.7,D
10.46615,106.31593,315.5,1.78,1.31,2025-08-23,0236,Terra,MODIS,67,6.1NRT,291.15,19.72,D
10.48145,106.36675,311.08,1.79,1.31,2025-08-23,0236,Terra,MODIS,44,6.1NRT,290.79,12.66,D
10.89953,106.97981,310.87,1.96,1.37,2025-08-23,0236,Terra,MODIS,37,6.1NRT,290.21,13.84,D
10.95578,106.71207,319.15,1.87,1.34,2025-08-23,0236,Terra,MODIS,41,6.1NRT,293.74,17.13,D
11.00793,106.39254,315.08,1.76,1.3,2025-08-23,0236,Terra,MODIS,51,6.1NRT,290.69,14.94,D
11.01931,106.39438,313.98,1.76,1.3,2025-08-23,0236,Terra,MODIS,39,6.1NRT,290.92,12.42,D
11.03423,106.302,314.18,1.73,1.29,2025-08-23,0236,Terra,MODIS,63,6.1NRT,291.17,13.25,D
11.09962,106.54214,313.48,1.8,1.32,2025-08-23,0236,Terra,MODIS,62,6.1NRT,291.3,12.92,D
11.1298,106.35464,320.53,1.74,1.29,2025-08-23,0236,Terra,MODIS,54,6.1NRT,292.98,22.68,D
11.13227,106.33929,318.21,1.74,1.29,2025-08-23,0236,Terra,MODIS,36,6.1NRT,293.7,18.2,D
11.13664,106.5318,312.18,1.8,1.31,2025-08-23,0236,Terra,MODIS,42,6.1NRT,291.59,12.54,D
11.24673,106.62739,313.73,1.82,1.32,2025-08-23,0236,Terra,MODIS,32,6.1NRT,290.71,14.95,D
15.38034,108.79682,312.03,2.24,1.45,2025-08-23,0236,Terra,MODIS,0,6.1NRT,287.41,18.01,D
15.55729,108.14712,309.95,1.57,1.23,2025-08-23,0709,Aqua,MODIS,67,6.1NRT,274.9,14.36,D
15.53295,108.00485,306.44,1.61,1.25,2025-08-23,0709,Aqua,MODIS,59,6.1NRT,275.66,9.76,D
13.32565,109.13232,317.28,1.46,1.19,2025-08-23,0709,Aqua,MODIS,75,6.1NRT,280.68,21.3,D
12.9802,108.85267,316.93,1.55,1.23,2025-08-23,0709,Aqua,MODIS,75,6.1NRT,285.69,20.1,D
13.24958,109.09871,305.59,1.47,1.2,2025-08-23,0709,Aqua,MODIS,38,6.1NRT,278.62,5.35,D
15.55968,108.16112,313.29,1.57,1.23,2025-08-23,0709,Aqua,MODIS,72,6.1NRT,274.97,18.65,D
21.19035,105.7646,316.35,1.82,1.32,2025-08-23,0712,Aqua,MODIS,31,6.1NRT,294.23,14.35,D
21.65697,105.84383,312.53,1.76,1.3,2025-08-23,0712,Aqua,MODIS,69,6.1NRT,293.99,10.18,D
10.63858,107.67416,311.19,1.07,1.03,2025-08-25,0217,Terra,MODIS,42,6.1NRT,275.2,9.24,D
13.51331,108.99155,314.21,1,1,2025-08-26,0726,Aqua,MODIS,24,6.1NRT,287.66,8.54,D
12.39033,108.95471,320.5,1,1,2025-08-26,0726,Aqua,MODIS,80,6.1NRT,285.35,14.27,D
12.39163,108.96362,309.07,1,1,2025-08-26,0726,Aqua,MODIS,68,6.1NRT,284.63,4.85,D
13.47041,109.19122,310.24,1.01,1,2025-08-26,0726,Aqua,MODIS,51,6.1NRT,272.67,8.95,D
15.28294,108.82618,311.18,1.01,1,2025-08-26,0729,Aqua,MODIS,67,6.1NRT,285.7,3.68,D
14.78175,108.82014,306.15,1,1,2025-08-26,0729,Aqua,MODIS,47,6.1NRT,270.6,5.88,D
14.69743,108.99628,311.69,1.01,1,2025-08-26,0729,Aqua,MODIS,67,6.1NRT,272.81,9.35,D
13.6592,109.0947,308.51,1.01,1,2025-08-26,0729,Aqua,MODIS,42,6.1NRT,281.02,6.44,D
15.87303,107.92486,314.69,1,1,2025-08-26,0729,Aqua,MODIS,72,6.1NRT,294,8.38,D
21.22967,106.00089,318.2,1.18,1.08,2025-08-28,0234,Terra,MODIS,71,6.1NRT,294.54,11.92,D
22.87697,106.30638,309.3,1.17,1.08,2025-08-28,0234,Terra,MODIS,59,6.1NRT,293.62,7.59,D
20.34209,105.88334,311.65,1.2,1.09,2025-08-28,0234,Terra,MODIS,48,6.1NRT,292.59,7.19,D
20.66566,105.93121,318.45,1.19,1.09,2025-08-28,0234,Terra,MODIS,72,6.1NRT,293.7,12.33,D
20.9202,106.07574,320.01,1.21,1.09,2025-08-28,0234,Terra,MODIS,62,6.1NRT,295.14,13.81,D
20.93077,106.19365,316.25,1.22,1.1,2025-08-28,0234,Terra,MODIS,60,6.1NRT,295.17,9.38,D
20.93441,106.17097,315.13,1.22,1.1,2025-08-28,0234,Terra,MODIS,28,6.1NRT,294.62,7.46,D
21.051,105.61739,314.66,1.14,1.06,2025-08-28,0234,Terra,MODIS,66,6.1NRT,294.31,8.48,D
21.2279,106.01192,313.58,1.19,1.08,2025-08-28,0234,Terra,MODIS,61,6.1NRT,293.96,6.88,D
21.33202,105.35227,317.89,1.1,1.05,2025-08-28,0234,Terra,MODIS,51,6.1NRT,294.61,9.63,D
21.24646,106.14109,323.87,1.2,1.09,2025-08-28,0234,Terra,MODIS,68,6.1NRT,296.36,17.18,D
15.4483,108.61301,312.15,2.25,1.45,2025-08-28,0236,Terra,MODIS,44,6.1NRT,289.12,18.77,D
12.33801,108.92513,313.95,1.81,1.32,2025-08-28,0707,Aqua,MODIS,60,6.1NRT,280.57,22.45,D
12.50055,108.65231,303.35,1.89,1.34,2025-08-28,0707,Aqua,MODIS,37,6.1NRT,278.16,10.26,D
22.10871,106.75016,313.61,1.7,1.28,2025-08-28,0709,Aqua,MODIS,42,6.1NRT,294.8,14.38,D
21.12317,105.99759,318.14,2.02,1.39,2025-08-28,0709,Aqua,MODIS,47,6.1NRT,296.67,18.56,D
21.46064,105.8816,319.92,2.03,1.39,2025-08-28,0709,Aqua,MODIS,64,6.1NRT,296.79,22.3,D
21.23059,106.00621,317.17,2.01,1.38,2025-08-28,0709,Aqua,MODIS,33,6.1NRT,295.39,17.68,D
22.47308,106.58146,313.66,1.72,1.29,2025-08-28,0709,Aqua,MODIS,53,6.1NRT,297.68,13.26,D
